5474
20151102051221,10.0.0.3,59461,10.0.0.4,5001,3,0.0-1.0,524288,4194304
20151102051221,10.0.0.3,59461,10.0.0.4,5001,3,1.0-2.0,1048576,8388608
20151102051222,10.0.0.3,59461,10.0.0.4,5001,3,2.0-3.0,1310720,10485760
20151102051223,10.0.0.3,59461,10.0.0.4,5001,3,3.0-4.0,1310720,10485760
20151102051225,10.0.0.3,59461,10.0.0.4,5001,3,4.0-5.0,1310720,10485760
20151102051225,10.0.0.3,59461,10.0.0.4,5001,3,5.0-6.0,1179648,9437184
20151102051227,10.0.0.3,59461,10.0.0.4,5001,3,6.0-7.0,1572864,12582912
20151102051228,10.0.0.3,59461,10.0.0.4,5001,3,7.0-8.0,1310720,10485760
20151102051229,10.0.0.3,59461,10.0.0.4,5001,3,8.0-9.0,1179648,9437184
20151102051230,10.0.0.3,59461,10.0.0.4,5001,3,9.0-10.0,1310720,10485760
20151102051230,10.0.0.3,59461,10.0.0.4,5001,3,0.0-10.2,12189696,9556996
